ID,CC_transfer,final_GPA,time_to_grad,extra_quarters,grad_on_time,graduated,total_units,gender,uc_ethnicity,first_gen_bachelors,ever_pell_fl,age_at_grad,CC_GPA_standard,entry_year,college_name,Calendar_Type
536,1,3.049367088,2.0,0.0,1,1,79.0,Female,Hispanic,First Gen,Y,24.88,-2.02166488,2017,EL CAMINO COLLEGE,Semester
537,1,3.310526315,3.75,7.0,0,1,121.0,Male,Hispanic,First Gen,N,38.54,-0.89976067,2017,EAST LOS ANGELES COL,Semester
538,1,3.210714285,2.0,0.0,1,1,72.0,Female,Black Non-Hispanic,First Gen,Y,45.33,0.852009761,2016,COLLEGE OF THE CANYO,Semester
539,1,3.319230769,2.0,0.0,1,1,87.0,Female,Asian or Pacific Islander,First Gen,Y,57.26,0.705498212,2019,EAST LOS ANGELES COL,Semester
540,1,3.904651162,2.0,0.0,1,1,97.0,Female,Black Non-Hispanic,Not First Gen,Y,24.75,-1.855456849,2017,SANTA MONICA COLL,Semester
541,1,3.786363636,2.25,1.0,0,1,99.0,Female,Black Non-Hispanic,First Gen,Y,23.39,0.014108534,2016,CONTRA COSTA COLLEGE,Semester
542,1,4.0,2.25,1.0,0,1,104.0,Female,Foreign,Not First Gen,N,21.66,1.211110287,2016,DE ANZA COLLEGE,Quarter
543,1,3.501315789,2.0,0.0,1,1,78.0,Male,Foreign,First Gen,N,22.89,0.886975665,2017,RIVERSIDE CITY COLLE,Semester
544,1,3.149411764,2.0,0.0,1,1,85.0,Female,Hispanic,First Gen,Y,25.67,-0.193376537,2017,EL CAMINO COLLEGE,Semester
545,1,3.495192307,2.75,3.0,0,1,107.0,Male,White Non-Hispanic,First Gen,Y,33.75,1.007215222,2019,LOS ANGELES VALLEY C,Semester
546,1,3.340714285,3.0,4.0,0,1,142.0,Male,Black Non-Hispanic,First Gen,Y,22.99,1.136287711,2017,CHAFFEY COLLEGE,Semester
547,1,3.775714285,2.0,0.0,1,1,79.5,Female,Asian or Pacific Islander,First Gen,Y,40.35,-1.507093196,2019,LOS ANGELES CITY COL,Semester
548,1,3.337362637,2.0,0.0,1,1,91.0,Female,Asian or Pacific Islander,First Gen,Y,22.18,0.097487517,2017,PASADENA CITY COLLEG,Semester
549,1,0.0,,,0,0,13.0,Female,Foreign,Not First Gen,N,,0.453009177,2016,SANTA ANA COLLEGE,Semester
550,1,3.395726495,2.5,2.0,0,1,117.0,Female,Asian or Pacific Islander,First Gen,N,37.81,-0.472377619,2015,EAST LOS ANGELES COL,Semester
551,1,3.421111111,2.0,0.0,1,1,94.0,Female,Hispanic,First Gen,Y,21.82,-0.943492868,2016,LOS ANGELES CITY COL,Semester
552,1,3.016161616,2.0,0.0,1,1,108.6666667,Female,Foreign,First Gen,N,22.71,0.180591533,2017,SANTA MONICA COLL,Semester
553,0,3.71734104,2.0,0.0,1,1,86.0,Male,White Non-Hispanic,Unknown/Other,N,23.12,-0.110272522,2017,UC IRVINE,Quarter
554,1,3.904477611,1.75,-1.0,1,1,67.0,Female,White Non-Hispanic,Not First Gen,N,21.71,1.007215222,2019,EL CAMINO COLLEGE,Semester
555,1,3.227272727,2.0,0.0,1,1,97.0,Female,Foreign,Not First Gen,N,27.98,-0.400797492,2019,COLLEGE OF THE CANYO,Semester
556,1,3.774683544,2.5,2.0,0,1,79.0,Female,White Non-Hispanic,First Gen,Y,23.93,1.244202259,2015,PASADENA CITY COLLEG,Semester
557,1,3.890425531,2.25,1.0,0,1,97.0,Female,White Non-Hispanic,First Gen,Y,26.9,0.705498212,2019,LONG BEACH CITY COLL,Semester
558,1,1.248148148,,,0,0,27.0,Male,Foreign,Not First Gen,N,,0.093908651,2016,SANTA MONICA COLL,Semester
559,1,3.515151515,3.0,4.0,0,1,137.0,Female,Black Non-Hispanic,First Gen,Y,29.42,1.080718461,2015,SAN JOAQUIN DELTA CO,Semester
560,1,3.897333333,2.0,0.0,1,1,92.0,Male,Hispanic,Not First Gen,N,23.3,0.504353539,2019,SANTA BARBARA CITY C,Semester
561,1,3.696052631,2.0,0.0,1,1,76.0,Female,Foreign,Not First Gen,N,23.15,1.211110287,2016,IRVINE VALLEY COLLEG,Semester
562,1,2.619791666,2.25,1.0,0,1,109.0,Female,White Non-Hispanic,Not First Gen,N,23.3,-0.943492868,2016,MOUNT SAN ANTONIO CO,Semester
563,1,3.629807692,2.5,2.0,0,1,109.0,Female,Black Non-Hispanic,First Gen,Y,24.1,-0.799345214,2015,COLLEGE OF THE DESER,Semester
564,0,3.089655172,,,0,0,87.0,Male,White Non-Hispanic,Unknown/Other,N,,-2.778895555,2016,YAVAPAI COLLEGE,
565,1,3.18117647,2.0,0.0,1,1,85.0,Male,Hispanic,First Gen,Y,23.52,0.886975665,2017,PASADENA CITY COLLEG,Semester
566,1,2.850617283,2.0,0.0,1,1,81.0,Female,Asian or Pacific Islander,Unknown/Other,Y,26.64,-1.248925659,2015,PASADENA CITY COLLEG,Semester
567,1,3.275789473,2.0,0.0,1,1,100.0,Female,Hispanic,First Gen,Y,33.85,-0.982864685,2017,FULLERTON COLLEGE,Semester
568,1,2.84117647,2.0,0.0,1,1,91.0,Female,Hispanic,Not First Gen,N,22.0,-0.374005994,2018,LOS ANGELES PIERCE C,Semester
569,1,2.085454545,,,0,0,59.0,Male,Black Non-Hispanic,Not First Gen,N,,-1.398384763,2017,LANEY COLLEGE,Semester
570,1,3.736734693,2.0,0.0,1,1,98.0,Male,Asian or Pacific Islander,First Gen,N,23.51,-0.344991991,2016,FOOTHILL COLLEGE,Quarter
571,1,3.732291666,2.75,3.0,0,1,109.0,Male,Asian or Pacific Islander,Not First Gen,N,24.34,-0.953945344,2019,PASADENA CITY COLLEG,Semester
572,1,3.659574468,2.0,0.0,1,1,87.0,Female,White Non-Hispanic,Not First Gen,N,22.5,1.244202259,2015,LOS ANGELES PIERCE C,Semester
573,1,2.855555555,2.0,0.0,1,1,85.0,Male,Hispanic,Not First Gen,Y,24.4,0.697917006,2018,SACRAMENTO CITY COLL,Semester
574,1,3.629761904,2.0,0.0,1,1,84.0,Female,Asian or Pacific Islander,Not First Gen,Y,21.9,-0.999294411,2018,IRVINE VALLEY COLLEG,Semester
575,1,2.835294117,3.0,4.0,0,1,75.0,Female,White Non-Hispanic,First Gen,Y,25.18,-0.305091933,2016,BUTTE COLLEGE,Semester
576,1,3.969230769,1.75,-1.0,1,1,78.0,Female,White Non-Hispanic,First Gen,Y,23.48,0.45406737,2019,SANTA MONICA COLL,Semester
577,1,4.0,2.0,0.0,1,1,105.5,Female,White Non-Hispanic,First Gen,Y,44.44,1.136287711,2017,PASADENA CITY COLLEG,Semester
578,1,3.1825,1.5,-2.0,1,1,80.0,Male,Foreign,First Gen,N,25.8,0.093908651,2016,SANTA MONICA COLL,Semester
579,1,2.152941176,,,0,0,37.0,Male,Hispanic,First Gen,Y,,0.252922697,2019,LONG BEACH CITY COLL,Semester
580,1,3.46025641,2.25,1.0,0,1,88.0,Female,Hispanic,Not First Gen,N,22.22,0.140686624,2015,LOS ANGELES PIERCE C,Semester
581,1,3.4152,3.0,4.0,0,1,127.0,Female,White Non-Hispanic,Not First Gen,Y,23.99,0.42678327,2015,SANTA MONICA COLL,Semester
582,0,3.927160493,2.0,0.0,1,1,81.0,Female,Hispanic,First Gen,N,21.82,0.554639707,2019,CSU FULLERTON,Semester
583,1,3.395402298,2.0,0.0,1,1,92.5,Female,White Non-Hispanic,Not First Gen,N,22.29,1.244202259,2015,SANTA MONICA COLL,Semester
584,1,3.671052631,2.0,0.0,1,1,77.0,Male,"Unstated, Unknown, Other",Not First Gen,N,22.16,-0.063668124,2015,LOS ANGELES PIERCE C,Semester
585,1,3.655882352,2.5,2.0,0,1,134.0,Female,White Non-Hispanic,Unknown/Other,N,56.28,-0.344991991,2016,COLLEGE OF THE SEQUO,Semester
586,1,3.272413793,2.0,0.0,1,1,58.0,Female,White Non-Hispanic,First Gen,N,23.36,-0.305091933,2016,MOORPARK COLLEGE,Semester
587,1,3.881818181,2.0,0.0,1,1,81.0,Female,Asian or Pacific Islander,Not First Gen,N,22.02,0.45406737,2019,SADDLEBACK COLLEGE,Semester
588,1,3.738961038,1.75,-1.0,1,1,79.0,Female,Asian or Pacific Islander,First Gen,N,21.94,-1.980112872,2017,EAST LOS ANGELES COL,Semester
589,1,3.542570281,2.5,2.0,0,1,112.0,Female,Hispanic,First Gen,Y,22.92,-0.941312677,2017,YUBA COLLEGE,Semester
590,1,3.890566037,2.5,2.0,0,1,130.0,Female,Foreign,Not First Gen,N,25.24,1.211110287,2016,SANTA MONICA COLL,Semester
591,1,3.243529411,1.5,-2.0,1,1,85.0,Male,Foreign,First Gen,N,23.59,0.37320906,2016,SANTA MONICA COLL,Semester
592,1,3.932926829,2.0,0.0,1,1,82.0,Female,White Non-Hispanic,Not First Gen,N,22.07,0.295945881,2018,SADDLEBACK COLLEGE,Semester
593,1,3.766666666,2.0,0.0,1,1,75.0,Female,Hispanic,Not First Gen,Y,23.18,-0.15182453,2017,GROSSMONT COLLEGE,Semester
594,1,3.329113924,2.0,0.0,1,1,80.5,Female,Hispanic,First Gen,Y,31.67,-0.692000631,2017,SAN DIEGO CITY COLLE,Semester
595,1,2.490361445,2.5,2.0,0,1,94.0,Male,Asian or Pacific Islander,Not First Gen,N,23.6,0.206618964,2018,WEST VALLEY COLLEGE,Semester
596,1,3.782278481,2.0,0.0,1,1,91.0,Female,White Non-Hispanic,Not First Gen,N,21.48,0.45406737,2019,LOS ANGELES PIERCE C,Semester
597,1,3.911570247,3.25,5.0,0,1,138.5,Male,Hispanic,Not First Gen,N,23.86,-1.004231512,2019,MOORPARK COLLEGE,Semester
598,1,3.697894736,2.25,1.0,0,1,97.0,Male,White Non-Hispanic,Not First Gen,N,23.05,0.340609339,2018,CLOVIS CMTY COLL,Semester
599,1,2.863414634,2.25,1.0,0,1,92.0,Male,Hispanic,Not First Gen,N,21.6,0.471455587,2017,IRVINE VALLEY COLLEG,Semester
600,1,3.538888888,2.0,0.0,1,1,90.0,Female,Hispanic,Not First Gen,N,22.54,0.631138017,2015,MIRACOSTA COLLEGE,Semester
601,1,3.610526315,2.0,0.0,1,1,76.0,Male,Hispanic,First Gen,Y,23.67,0.608590089,2018,PASADENA CITY COLLEG,Semester
602,1,3.678873239,2.0,0.0,1,1,85.0,Male,Foreign,Not First Gen,N,28.66,0.931809878,2016,FOOTHILL COLLEGE,Quarter
603,1,3.776315789,1.75,-1.0,1,1,76.0,Female,White Non-Hispanic,Not First Gen,N,20.84,1.039847512,2015,SANTA MONICA COLL,Semester
604,1,3.473239436,2.0,0.0,1,1,79.0,Female,Asian or Pacific Islander,First Gen,Y,23.97,0.303208865,2019,MOUNT SAN ANTONIO CO,Semester
605,1,3.508771929,2.25,1.0,0,1,77.0,Male,White Non-Hispanic,Not First Gen,N,23.87,0.608590089,2018,MOORPARK COLLEGE,Semester
606,1,2.87125,1.75,-1.0,1,1,84.0,Female,Foreign,Not First Gen,N,23.86,-1.190624724,2017,SANTA MONICA COLL,Semester
607,1,2.488505747,2.5,2.0,0,1,103.0,Male,Asian or Pacific Islander,Not First Gen,N,22.34,0.467654219,2015,FOOTHILL COLLEGE,Quarter
608,1,3.349315068,2.0,0.0,1,1,81.0,Female,White Non-Hispanic,First Gen,N,22.98,0.513007595,2017,LOS ANGELES VALLEY C,Semester
609,1,2.948192771,2.5,2.0,0,1,109.0,Male,Foreign,Not First Gen,N,23.53,0.45406737,2019,DE ANZA COLLEGE,Quarter
610,1,3.931632653,2.0,0.0,1,1,106.0,Female,White Non-Hispanic,Not First Gen,N,23.59,1.007215222,2019,LOS ANGELES PIERCE C,Semester
611,1,1.862337662,,,0,0,84.0,Female,Hispanic,Not First Gen,Y,,-0.941312677,2017,EL CAMINO COLLEGE,Semester
612,1,2.937647058,2.75,3.0,0,1,90.0,Female,Hispanic,First Gen,Y,23.18,-1.821118951,2015,MOUNT SAN ANTONIO CO,Semester
613,1,3.706666666,2.0,0.0,1,1,79.0,Female,White Non-Hispanic,First Gen,Y,29.85,0.385272797,2018,LOS ANGELES PIERCE C,Semester
614,1,2.966666666,3.25,5.0,0,1,100.0,Male,"Unstated, Unknown, Other",Not First Gen,N,23.96,-1.208054709,2015,CUESTA COLLEGE,Semester
615,1,3.353333333,2.25,1.0,0,1,84.0,Male,Hispanic,First Gen,Y,25.64,-1.208054709,2015,VENTURA COLLEGE,Semester
616,1,3.904761904,3.0,4.0,0,1,130.0,Male,White Non-Hispanic,Unknown/Other,Y,26.26,-2.379894971,2016,SANTA MONICA COLL,Semester
617,1,3.803960396,2.0,0.0,1,1,101.0,Male,White Non-Hispanic,First Gen,N,23.92,-2.220294737,2016,CHAFFEY COLLEGE,Semester
618,1,3.340506329,2.75,3.0,0,1,90.0,Male,Asian or Pacific Islander,Not First Gen,Y,26.3,0.762319641,2017,MISSION COLLEGE,Semester
619,1,2.895294117,2.25,1.0,0,1,86.0,Male,Asian or Pacific Islander,First Gen,Y,28.09,-0.903592809,2016,LONG BEACH CITY COLL,Semester
620,1,3.472727272,2.5,2.0,0,1,99.0,Female,Asian or Pacific Islander,First Gen,Y,24.07,-0.39063572,2015,DE ANZA COLLEGE,Quarter
621,1,3.672222222,2.0,0.0,1,1,72.0,Female,Asian or Pacific Islander,First Gen,Y,24.81,0.831907381,2018,LOS ANGELES PIERCE C,Semester
622,0,3.183838383,3.0,4.0,0,1,135.5,Female,Foreign,Not First Gen,N,24.99,0.293408943,2016,UC SANTA BARBARA,Quarter
623,1,3.718840579,2.0,0.0,1,1,82.0,Female,White Non-Hispanic,First Gen,Y,22.54,1.136287711,2017,CHAFFEY COLLEGE,Semester
624,1,2.958974358,3.0,4.0,0,1,107.0,Male,Asian or Pacific Islander,First Gen,Y,22.97,1.055224672,2018,GLENDALE COMMUNITY C,Semester
625,1,3.28988764,2.0,0.0,1,1,89.0,Female,"Unstated, Unknown, Other",Not First Gen,N,22.82,-1.940994328,2016,SANTA MONICA COLL,Semester
626,1,3.310309278,2.5,2.0,0,1,97.0,Male,Hispanic,First Gen,Y,25.2,0.742580464,2018,SANTIAGO CANYON COLL,Semester
627,0,3.720710059,2.0,0.0,1,1,69.0,Male,Black Non-Hispanic,First Gen,Y,22.67,-0.909967494,2018,UC SAN DIEGO,Quarter
628,1,2.488679245,4.0,8.0,0,1,135.0,Female,Black Non-Hispanic,First Gen,Y,24.31,-2.663675068,2019,SANTA BARBARA CITY C,Semester
629,1,2.854074074,3.5,6.0,0,1,135.0,Male,Asian or Pacific Islander,Not First Gen,N,28.17,0.467654219,2015,RIVERSIDE CITY COLLE,Semester
630,1,3.933734939,2.0,0.0,1,1,84.0,Female,White Non-Hispanic,First Gen,Y,23.11,0.852009761,2016,PASADENA CITY COLLEG,Semester
631,1,3.088571428,1.75,-1.0,1,1,70.0,Female,Hispanic,First Gen,Y,25.68,-2.100594562,2016,GLENDALE COMMUNITY C,Semester
632,1,3.245454545,2.0,0.0,1,1,88.0,Male,Asian or Pacific Islander,Not First Gen,N,23.64,0.303208865,2019,LOS ANGELES CITY COL,Semester
633,0,3.119318181,3.0,4.0,0,1,96.0,Male,Asian or Pacific Islander,Not First Gen,N,24.76,-0.554119517,2015,LOYOLA MARYMOUNT UNI,Semester
634,1,2.885057471,2.25,1.0,0,1,91.0,Female,Asian or Pacific Islander,First Gen,Y,27.8,-1.003699962,2015,SADDLEBACK COLLEGE,Semester
635,1,2.928571428,2.0,0.0,1,1,98.0,Female,Asian or Pacific Islander,First Gen,Y,30.65,0.508525169,2015,SAN DIEGO CITY COLLE,Semester
636,1,3.711627906,2.0,0.0,1,1,90.0,Male,White Non-Hispanic,First Gen,N,21.84,0.655212044,2019,SANTA MONICA COLL,Semester
637,1,3.829411764,2.0,0.0,1,1,112.5,Male,White Non-Hispanic,First Gen,Y,26.11,0.474599714,2018,SADDLEBACK COLLEGE,Semester
638,1,3.784269662,2.5,2.0,0,1,109.0,Male,Asian or Pacific Islander,First Gen,Y,27.52,-0.048794313,2019,VENTURA COLLEGE,Semester
639,1,3.48051948,2.0,0.0,1,1,61.0,Female,White Non-Hispanic,First Gen,Y,22.83,-0.840216164,2015,LOS ANGELES PIERCE C,Semester
640,1,3.9,2.0,0.0,1,1,79.0,Female,American Indian or Alaskan Native,First Gen,Y,31.48,-2.563102731,2019,SANTA MONICA COLL,Semester
641,0,3.049056603,4.0,8.0,0,1,146.0,Male,Asian or Pacific Islander,First Gen,Y,32.15,-3.619112267,2019,BUNKER HILL CMTY COL,Semester
642,1,3.124657534,2.0,0.0,1,1,77.0,Male,Hispanic,First Gen,Y,27.21,-0.110272522,2017,EAST LOS ANGELES COL,Semester
643,1,2.84680851,2.5,2.0,0,1,94.0,Male,Asian or Pacific Islander,First Gen,Y,22.58,0.679215626,2017,CITY COLLEGE SAN FRA,Semester
644,1,3.361,2.0,0.0,1,1,105.0,Female,Hispanic,First Gen,Y,21.95,-0.664192459,2016,CABRILLO COLLEGE,Semester
645,1,3.764601769,3.0,4.0,0,1,116.0,Female,Asian or Pacific Islander,First Gen,Y,22.6,0.333309002,2016,LOS ANGELES PIERCE C,Semester
646,1,3.40340909,,,0,0,94.0,Female,Hispanic,First Gen,N,,-0.099080481,2019,VENTURA COLLEGE,Semester
647,1,3.187096774,2.0,0.0,1,1,109.0,Male,White Non-Hispanic,First Gen,Y,22.44,-1.004231512,2019,MIRACOSTA COLLEGE,Semester
648,0,3.885416666,2.0,0.0,1,1,79.0,Female,Hispanic,First Gen,Y,22.43,-0.75280067,2019,UC DAVIS,Quarter
649,1,3.325531914,2.25,1.0,0,1,110.0,Female,Foreign,Not First Gen,N,24.72,-0.953945344,2019,EAST LOS ANGELES COL,Semester
650,1,3.863636363,2.0,0.0,1,1,88.0,Female,Black Non-Hispanic,First Gen,Y,23.3,1.053183696,2017,CHAFFEY COLLEGE,Semester
651,1,3.56081081,2.0,0.0,1,1,86.0,Female,Asian or Pacific Islander,First Gen,Y,22.24,-0.225291816,2016,DE ANZA COLLEGE,Quarter
652,1,3.641025641,2.0,0.0,1,1,78.0,Male,Hispanic,First Gen,Y,22.57,-0.431506669,2015,SANTIAGO CANYON COLL,Semester
653,1,3.125714285,2.25,1.0,0,1,76.0,Male,Asian or Pacific Islander,First Gen,Y,27.11,1.136287711,2017,PASADENA CITY COLLEG,Semester
654,1,2.815294117,3.25,5.0,0,1,89.0,Male,Foreign,Unknown/Other,Y,29.05,-0.022797174,2015,SANTA MONICA COLL,Semester
655,1,3.28169014,2.0,0.0,1,1,89.0,Female,Asian or Pacific Islander,Not First Gen,Y,24.01,1.244202259,2015,MOUNT SAN ANTONIO CO,Semester
656,1,3.965217391,2.0,0.0,1,1,69.0,Male,Asian or Pacific Islander,First Gen,Y,23.53,0.928527673,2017,SADDLEBACK COLLEGE,Semester
657,1,2.670212765,,,0,0,59.0,Male,Hispanic,First Gen,Y,,-1.401265536,2018,LOS ANGELES PIERCE C,Semester
658,1,3.847126436,2.25,1.0,0,1,83.0,Male,White Non-Hispanic,Not First Gen,N,23.69,-1.579919369,2018,PASADENA CITY COLLEG,Semester
659,1,3.69054054,1.75,-1.0,1,1,74.0,Male,"Unstated, Unknown, Other",Not First Gen,N,22.73,-0.601942165,2019,IRVINE VALLEY COLLEG,Semester
660,1,2.78898305,2.75,3.0,0,1,129.5,Male,Hispanic,First Gen,Y,23.54,-0.982864685,2017,PASADENA CITY COLLEG,Semester
661,1,3.426548672,2.5,2.0,0,1,114.5,Male,Asian or Pacific Islander,First Gen,Y,22.53,0.202636529,2019,SKYLINE COLLEGE,Semester
662,1,3.440697674,2.0,0.0,1,1,91.0,Male,White Non-Hispanic,Not First Gen,N,21.25,1.007215222,2019,MERCED COLLEGE,Semester
663,1,4.0,2.0,0.0,1,1,93.0,Female,White Non-Hispanic,First Gen,Y,22.4,0.353495034,2019,CUESTA COLLEGE,Semester
664,1,2.793589743,3.0,4.0,0,1,107.0,Male,Black Non-Hispanic,First Gen,Y,23.82,-1.289796608,2015,SACRAMENTO CITY COLL,Semester
665,1,3.808411214,2.5,2.0,0,1,120.0,Female,Black Non-Hispanic,First Gen,Y,23.97,-0.34976477,2015,MOUNT SAN ANTONIO CO,Semester
666,1,3.506172839,2.25,1.0,0,1,98.0,Female,Foreign,First Gen,N,23.69,0.705498212,2019,SANTA MONICA COLL,Semester
667,1,2.8925,2.0,0.0,1,1,81.5,Female,Asian or Pacific Islander,Unknown/Other,N,23.96,1.053183696,2017,CHAFFEY COLLEGE,Semester
668,1,3.522988505,2.0,0.0,1,1,87.0,Female,White Non-Hispanic,Not First Gen,N,23.23,0.532809294,2016,GLENDALE COMMUNITY C,Semester
669,1,3.817582417,2.0,0.0,1,1,91.0,Male,Hispanic,Not First Gen,N,21.92,1.136287711,2017,FULLERTON COLLEGE,Semester
670,1,2.84494382,2.5,2.0,0,1,89.0,Female,Hispanic,First Gen,Y,29.11,-0.38489205,2016,SANTA ROSA JUNIOR CO,Semester
671,1,2.86043956,3.25,5.0,0,1,128.0,Male,Black Non-Hispanic,Not First Gen,Y,24.8,-0.513248568,2015,CYPRESS COLLEGE,Semester
672,1,3.13670886,1.75,-1.0,1,1,96.0,Female,Foreign,First Gen,N,24.95,0.787243922,2018,EAST LOS ANGELES COL,Semester
673,1,3.1,2.25,1.0,0,1,98.0,Female,Foreign,First Gen,N,23.14,-0.941312677,2017,SANTA MONICA COLL,Semester
674,1,3.950588235,2.25,1.0,0,1,89.0,Male,White Non-Hispanic,First Gen,Y,22.32,0.852009761,2016,SANTA MONICA COLL,Semester
675,1,2.672268907,7.25,21.0,0,1,145.0,Male,Hispanic,First Gen,Y,27.79,-0.431506669,2015,EAST LOS ANGELES COL,Semester
676,1,3.679120879,2.0,0.0,1,1,90.0,Female,White Non-Hispanic,Not First Gen,N,23.74,0.014108534,2016,SADDLEBACK COLLEGE,Semester
677,1,3.688172043,1.75,-1.0,1,1,96.5,Male,Asian or Pacific Islander,Not First Gen,N,23.86,-0.195352161,2018,DE ANZA COLLEGE,Quarter
678,1,3.633333333,2.0,0.0,1,1,81.0,Female,Hispanic,First Gen,Y,23.15,0.59611161,2017,OHLONE COLLEGE,Semester
679,1,3.521686746,2.0,0.0,1,1,89.0,Female,Hispanic,First Gen,Y,26.25,-0.063668124,2015,AMERICAN RIVER COLLE,Semester
680,0,3.737777777,1.5,-2.0,1,1,78.5,Female,Foreign,Not First Gen,N,22.38,0.876570839,2018,UC DAVIS,Quarter
681,1,2.96,2.0,0.0,1,1,95.0,Female,Foreign,First Gen,N,22.73,-0.567344607,2017,IRVINE VALLEY COLLEG,Semester
682,1,3.207058823,2.0,0.0,1,1,85.0,Male,White Non-Hispanic,Not First Gen,N,21.8,0.181557573,2015,PASADENA CITY COLLEG,Semester
683,1,3.693661971,3.0,4.0,0,1,145.5,Male,Hispanic,First Gen,Y,24.84,-0.513248568,2015,EL CAMINO COLLEGE,Semester
684,1,3.757692307,3.0,4.0,0,1,137.5,Male,Asian or Pacific Islander,Not First Gen,N,21.97,1.211110287,2016,LOS ANGELES PIERCE C,Semester
685,1,3.398360655,2.5,2.0,0,1,127.0,Male,Foreign,First Gen,N,23.22,0.413109119,2016,COLLEGE OF SAN MATEO,Semester
686,1,2.37,,,0,0,30.0,Male,Asian or Pacific Islander,First Gen,Y,,0.692409528,2016,EVERGREEN VALLEY COL,Semester
687,1,3.833333333,1.75,-1.0,1,1,75.0,Female,White Non-Hispanic,Not First Gen,Y,28.9,-0.731313661,2018,SANTIAGO CANYON COLL,Semester
688,1,3.9625,1.75,-1.0,1,1,64.0,Male,White Non-Hispanic,Not First Gen,N,23.37,1.136287711,2017,SANTA MONICA COLL,Semester
689,1,3.951219512,2.0,0.0,1,1,91.0,Female,Hispanic,Not First Gen,N,21.79,1.055224672,2018,FULLERTON COLLEGE,Semester
690,1,3.861616161,2.25,1.0,0,1,107.0,Male,White Non-Hispanic,Not First Gen,N,23.42,1.007215222,2019,SANTA ROSA JUNIOR CO,Semester
691,1,2.765217391,2.0,0.0,1,1,92.0,Female,White Non-Hispanic,Not First Gen,N,21.95,-1.661693919,2016,BARSTOW COLLEGE,Semester
692,1,3.765178571,2.0,0.0,1,1,117.0,Female,Hispanic,First Gen,N,22.64,0.001491855,2019,MOUNT SAN ANTONIO CO,Semester
693,1,3.6625,2.25,1.0,0,1,76.0,Male,Foreign,Unknown/Other,N,25.97,0.333309002,2016,SANTA MONICA COLL,Semester
694,1,3.281118881,2.0,0.0,1,1,93.0,Male,White Non-Hispanic,Not First Gen,N,23.34,0.59611161,2017,MOORPARK COLLEGE,Semester
695,1,3.274683544,2.0,0.0,1,1,84.0,Female,Foreign,Not First Gen,N,25.19,-0.717603315,2015,IRVINE VALLEY COLLEG,Semester
696,0,3.774691358,2.0,0.0,1,1,63.0,Female,Asian or Pacific Islander,Not First Gen,N,21.78,1.011609995,2016,UC DAVIS,Quarter
697,1,3.918644067,2.0,0.0,1,1,75.0,Male,White Non-Hispanic,First Gen,Y,24.2,-0.652228333,2019,SANTA MONICA COLL,Semester
698,1,3.91392405,2.0,0.0,1,1,79.0,Female,White Non-Hispanic,Not First Gen,N,22.45,1.007215222,2019,WEST VALLEY COLLEGE,Semester
699,1,3.615463917,3.25,5.0,0,1,97.0,Female,Hispanic,First Gen,Y,25.12,-2.063216887,2017,EL CAMINO COLLEGE,Semester
700,1,3.833193277,3.0,4.0,0,1,61.0,Female,White Non-Hispanic,First Gen,Y,26.36,0.89190982,2016,SAN DIEGO MIRAMAR CO,Semester
701,1,3.536,2.25,1.0,0,1,113.0,Female,Foreign,Not First Gen,N,22.75,0.672008967,2015,SANTA BARBARA CITY C,Semester
702,1,3.544915254,,,0,0,122.0,Female,Hispanic,First Gen,Y,,0.504353539,2019,RIVERSIDE CITY COLLE,Semester
703,1,3.785185185,1.75,-1.0,1,1,81.0,Male,Asian or Pacific Islander,First Gen,N,22.49,-0.400797492,2019,SKYLINE COLLEGE,Semester
704,1,3.704705882,2.0,0.0,1,1,85.0,Female,Asian or Pacific Islander,Not First Gen,Y,20.99,0.202636529,2019,MIRACOSTA COLLEGE,Semester
705,1,4.0,2.0,0.0,1,1,113.0,Female,White Non-Hispanic,Not First Gen,N,22.93,-0.14936665,2019,DE ANZA COLLEGE,Quarter
706,1,3.527848101,2.0,0.0,1,1,82.0,Female,White Non-Hispanic,Not First Gen,N,22.58,0.608590089,2018,SADDLEBACK COLLEGE,Semester
707,1,3.667901234,5.5,14.0,0,1,85.0,Male,Hispanic,Not First Gen,N,47.88,0.467654219,2015,WEST LOS ANGELES COL,Semester
708,1,3.462962962,1.75,-1.0,1,1,92.0,Male,Foreign,Not First Gen,N,22.04,-0.099080481,2019,DIABLO VALLEY COLLEG,Semester
709,1,3.697435897,2.0,0.0,1,1,82.0,Female,White Non-Hispanic,Not First Gen,N,22.12,1.055224672,2018,GLENDALE COMMUNITY C,Semester
710,1,3.272222222,2.25,1.0,0,1,90.0,Female,Hispanic,First Gen,Y,40.93,0.59611161,2017,COLLEGE OF THE DESER,Semester
711,1,3.919230769,2.0,0.0,1,1,82.0,Female,White Non-Hispanic,Not First Gen,N,22.16,1.244202259,2015,FULLERTON COLLEGE,Semester
712,1,2.95050505,2.25,1.0,0,1,103.0,Female,Foreign,Not First Gen,N,25.26,-1.462193627,2016,DIABLO VALLEY COLLEG,Semester
713,1,2.757317073,4.25,9.0,0,1,105.0,Male,White Non-Hispanic,Not First Gen,N,24.88,-0.567344607,2017,LOS ANGELES CITY COL,Semester
714,1,3.719101123,2.0,0.0,1,1,91.0,Female,White Non-Hispanic,Not First Gen,N,23.4,-0.601942165,2019,MOORPARK COLLEGE,Semester
